as_of_date,n_active_vintages,n_holdings,gross_return,turnover,cost,net_return,stale_price_events,cash_weight,n_pending,n_confirmed_late,n_early_exits,gate_blocked_weight
2019-04-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-05-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-06-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-07-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-08-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-09-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-10-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-11-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2019-12-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-01-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-02-29,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-03-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-04-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-05-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-06-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-07-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-08-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-09-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-10-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-11-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2020-12-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-01-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-02-28,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-03-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-04-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-05-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-06-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-07-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-08-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-09-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-10-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-11-30,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2021-12-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2022-01-31,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2022-02-28,0,0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
2022-03-31,1,3,0.0,0.05,0.00033,-0.00033,0,0.95,0,0,0,0
2022-04-30,2,4,0.004442469715078272,0.025,0.000165,0.004277469715078272,3,0.9,0,0,0,0
2022-05-31,3,4,-0.0015146231086495211,0.025,0.000165,-0.0016796231086495211,6,0.85,0,0,0,0
2022-06-30,4,4,-0.003998259792785213,0.024999999999999998,0.00016499999999999997,-0.004163259792785213,0,0.8,0,0,0,0
2022-07-31,5,4,-0.007764613446225626,0.024999999999999994,0.00016499999999999997,-0.007929613446225626,12,0.75,0,0,0,0
2022-08-31,6,5,0.005576378795183684,0.024999999999999994,0.00016499999999999997,0.005411378795183684,15,0.7,0,0,0,0
2022-09-30,6,4,-0.00618084519204531,0.033333333333333326,0.00021999999999999995,-0.00640084519204531,0,0.7,0,0,0,0
2022-10-31,6,4,-0.028408926715790535,0.016666666666666666,0.00011,-0.028518926715790534,0,0.7,0,0,0,0
2022-11-30,6,5,0.0021879045237519074,0.016666666666666663,0.00010999999999999998,0.0020779045237519075,0,0.7,0,0,0,0
2022-12-31,6,5,0.0022820157422982876,0.01666666666666667,0.00011000000000000002,0.0021720157422982877,18,0.7,0,0,0,0
2023-01-31,6,5,-0.007886370216089197,0.03333333333333333,0.00022,-0.008106370216089197,18,0.7,0,0,0,0
2023-02-28,6,5,0.029689681874807958,0.033333333333333326,0.00021999999999999995,0.029469681874807956,0,0.7,0,0,0,0
2023-03-31,6,5,-0.012166794332688042,0.03333333333333333,0.00022,-0.012386794332688042,0,0.7,0,0,0,0
2023-04-30,6,5,0.0002244064215992306,0.03333333333333333,0.00022,4.406421599230582e-06,18,0.7,0,0,0,0
2023-05-31,6,6,0.029994838892591504,0.033333333333333326,0.00021999999999999995,0.029774838892591502,18,0.7,0,0,0,0
2023-06-30,6,5,0.01936234257744205,0.033333333333333326,0.00021999999999999995,0.01914234257744205,18,0.7,0,0,0,0
2023-07-31,6,4,0.018530977588370568,0.03333333333333333,0.00022,0.018310977588370567,18,0.7,0,0,0,0
2023-08-31,6,4,0.024822434149711706,0.016666666666666666,0.00011,0.024712434149711707,0,0.7,0,0,0,0
2023-09-30,6,4,0.033669957304335134,0.016666666666666663,0.00010999999999999998,0.033559957304335135,18,0.7,0,0,0,0
2023-10-31,6,3,0.002038763180761884,0.016666666666666663,0.00010999999999999998,0.001928763180761884,18,0.7,0,0,0,0
2023-11-30,6,3,0.005370791369199946,0.0,0.0,0.005370791369199946,0,0.7,0,0,0,0
2023-12-31,6,3,-0.0043138792132985425,0.0,0.0,-0.0043138792132985425,18,0.7,0,0,0,0
2024-01-31,6,4,0.07350575071111995,0.016666666666666663,0.00010999999999999998,0.07339575071111995,18,0.7,0,0,0,0
2024-02-29,6,4,0.036011856779629654,0.0,0.0,0.036011856779629654,0,0.7,0,0,0,0
2024-03-31,6,4,0.044946633343864874,0.0,0.0,0.044946633343864874,18,0.7,0,0,0,0
2024-04-30,6,19,0.10895700476672451,0.08141025641025641,0.0005373076923076923,0.10841969707441682,18,0.5833333333333334,0,0,0,0
2024-05-31,6,21,-0.008365387353265065,0.08333333333333334,0.00055,-0.008915387353265065,0,0.4666666666666667,0,0,0,0
2024-06-30,6,23,0.0022097970986403245,0.08333333333333333,0.0005499999999999999,0.0016597970986403246,51,0.35,0,0,0,0
2024-07-31,6,25,0.042242126333733254,0.08333333333333331,0.0005499999999999999,0.04169212633373325,68,0.2333333333333334,0,0,0,0
2024-08-31,6,27,0.009737506238451533,0.08333333333333333,0.0005499999999999999,0.009187506238451533,85,0.1166666666666667,0,0,0,0
2024-09-30,6,29,0.04307029034858721,0.08333333333333331,0.0005499999999999999,0.04252029034858721,102,1.1102230246251565e-16,0,0,0,0
2024-10-31,6,30,0.006988989433629407,0.07499999999999998,0.0004949999999999999,0.006493989433629407,0,0.0,0,0,0,0
2024-11-30,6,30,0.03872301726102362,0.05833333333333333,0.000385,0.038338017261023614,120,0.0,0,0,0,0
2024-12-31,6,29,0.015256246326986958,0.05833333333333333,0.000385,0.014871246326986958,120,0.0,0,0,0,0
2025-01-31,6,29,0.17434367032582396,0.05833333333333333,0.000385,0.17395867032582396,0,1.1102230246251565e-16,0,0,0,0
2025-02-28,6,27,0.019271047919671512,0.05833333333333333,0.000385,0.018886047919671512,0,1.1102230246251565e-16,0,0,0,0
2025-03-31,6,26,0.09609606096838652,0.024999999999999998,0.00016499999999999997,0.09593106096838652,120,1.1102230246251565e-16,0,0,0,0
2025-04-30,6,27,-0.011807463751228504,0.024999999999999998,0.00016499999999999997,-0.011972463751228504,120,1.1102230246251565e-16,0,0,0,0
2025-05-31,6,25,0.0062652925968608355,0.041666666666666664,0.00027499999999999996,0.005990292596860835,120,1.1102230246251565e-16,0,0,0,0
2025-06-30,6,23,0.12889623279270818,0.03333333333333333,0.00022,0.12867623279270818,120,1.1102230246251565e-16,0,0,0,0
2025-07-31,6,24,0.025883327093707158,0.024999999999999994,0.00016499999999999997,0.02571832709370716,0,1.1102230246251565e-16,0,0,0,0
2025-08-31,6,24,0.06696380572889662,0.033333333333333326,0.00021999999999999995,0.06674380572889663,120,1.1102230246251565e-16,0,0,0,0
2025-09-30,6,26,-0.032847026693751266,0.033333333333333326,0.00021999999999999995,-0.033067026693751264,120,1.1102230246251565e-16,0,0,0,0
2025-10-31,6,25,0.049481938420773336,0.04166666666666666,0.00027499999999999996,0.04920693842077334,0,1.1102230246251565e-16,0,0,0,0
2025-11-30,6,25,-0.05214540436318143,0.025,0.000165,-0.05231040436318143,120,1.1102230246251565e-16,0,0,0,0
2025-12-31,6,27,-0.02639522461056318,0.03333333333333333,0.00022,-0.026615224610563183,120,1.1102230246251565e-16,0,0,0,0
2026-01-31,6,27,0.0019729064212453537,0.05555555555555554,0.00036666666666666656,0.001606239754578687,120,0.0,0,0,0,0
2026-02-28,6,30,-0.016552112222551967,0.06349206349206347,0.0004190476190476189,-0.016971159841599585,121,0.0,0,0,0,0
2026-03-31,6,33,-0.07374435719097108,0.07936507936507936,0.0005238095238095238,-0.0742681667147806,122,0.0,0,0,0,0
2026-04-30,6,35,0.1010519973363461,0.0793650793650794,0.000523809523809524,0.10052818781253657,13,1.1102230246251565e-16,0,0,0,0
2026-05-31,6,33,-0.0006171310515307596,0.0873015873015873,0.0005761904761904761,-0.0011933215277212359,124,1.1102230246251565e-16,0,0,0,0
